Date,AAPL,ABBV,ABT,ACN,ADBE,AIG,AMD,AMGN,AMT,AMZN,AVGO,AXP,BA,BAC,BKNG,BLK,BMY,BRK-B,C,CAT,CHTR,CL,CMCSA,COF,COP,COST,CRM,CSCO,CVS,CVX,DE,DHR,DIS,DOW,DUK,EMR,F,FDX,GD,GE,GILD,GM,GOOG,GOOGL,GS,HD,HON,IBM,INTC,INTU,JNJ,JPM,KHC,KO,LIN,LLY,LMT,LOW,MA,MCD,MDLZ,MDT,MET,META,MMM,MO,MRK,MS,MSFT,NEE,NFLX,NKE,NVDA,ORCL,PEP,PFE,PG,PM,PYPL,QCOM,RTX,SBUX,SCHW,SO,SPG,T,TGT,TMO,TMUS,TSLA,TXN,UNH,UNP,UPS,USB,V,VZ,WFC,WMT,XOM,^OEX
2023-01-04,0.010314204029198804,0.00806734546666199,0.014874975281895075,-0.003404176556079719,0.01332657620630795,0.01477826233188817,0.009996986138740782,0.010472062089412093,0.020170576945673924,-0.007923564525679994,0.012213687592165456,0.023246416229865785,0.04222324594795546,0.01880035542293501,0.03849511135160566,0.013847680901156734,0.0049819922730816035,0.014972037288342177,0.02577558830382798,0.010381874093980281,0.036360483388879095,0.00644526448248639,0.028675865757514574,0.030439869462456137,0.0019448418273189105,0.007236225299607879,0.035687680430407376,-0.00021026280649105722,-0.010009738350386876,-0.010632718986627432,-0.0019091432111715267,0.01563267524861689,0.03383160987068945,0.025274287489212233,0.01070385461248402,-0.007179241098271061,0.028253558472104645,0.023579860086285098,-0.013596049843188074,0.05820426457096617,0.0012883219506019117,0.025724351817107305,-0.011036671383156449,-0.011669729299423226,0.00427482696386039,0.0120922323771544,-0.019878681331227388,0.0074179079576788265,0.03554064053990058,0.0009970951195383826,0.01088719121152959,0.009325038218784831,0.01127989160513776,-0.0004765782224752657,-0.0049630205731570065,-0.0051783122458543,-0.0021569488449088015,0.011806803874105487,0.024077153605077006,0.00022728337714439384,0.00724518281869857,0.03462830358666036,0.014414192324482267,0.021083944140301902,0.021882818525795766,-0.002416597482565619,0.008457762715609052,0.010849058818467983,-0.043743291434923615,0.007873131561384472,0.04902522751864935,0.02071571153997387,0.03031788032496019,0.009077916181894352,-0.0024526059901101016,-0.02204438628481742,0.004354080536789207,-0.0006911068065595938,0.04170019487793275,0.040391834103627566,0.0002976156408465158,0.03600119219744813,0.017207607926013502,0.008483967862547015,0.030797983159099873,0.02134487622507031,0.006524787607938398,0.015799633865907214,0.006616875958546098,0.05124885285593783,0.036517294638502396,-0.027263644527833586,0.00799687152864359,0.010440377150037872,0.031138031236035646,0.02516981024638576,0.025174639111104735,0.02057916452113151,0.0011138783325255197,0.00291061762607403,0.0049002988120032676
2023-01-05,-0.010604638721778858,-0.0012218252122436768,-0.0036868098695677087,-0.023613272352695946,-0.03798951724197108,-0.0054807609675847635,-0.03603466902399921,0.009342031457987732,-0.03136982556067458,-0.023725589118479662,-0.009317391231815964,-0.023930333913814605,0.006629375896493261,-0.0020502760588031466,0.01634715755483218,-0.028618968975866355,-0.0018044192841281115,-0.005245569736185729,-0.004471881867074812,-0.004474571053930787,0.020988679875088234,-0.013812399419765975,0.010658678023813373,-0.018997899797931317,0.030262920380318414,-0.013952228399133126,-0.02328240264293968,-0.014090401360329907,-0.016634269794726597,0.018008766215639627,-0.02066210033016025,-0.041821514863994436,-0.0006524181354852221,0.011083522399956358,-0.014788550402644152,-0.00429681696530726,0.01998346486085767,-0.0009369868904669509,-0.0024468332301473827,0.015527000961408133,0.004093505769948047,0.008936362646281948,-0.021869118252718978,-0.021344172458093058,-0.011331600297786126,-0.0133238977458916,-0.026518824427140486,-0.010448839348236705,-0.004335323107626632,-0.04073364212782149,-0.007383576530635705,-0.00022143124093987332,0.0021826340529627064,-0.011443137629979061,-0.03560953604132344,-0.011511900608366044,0.0011962374111049723,-0.003078609172075031,-0.009516929463561086,-0.008434716124155694,-0.008092283135870293,-0.011609221782056811,-0.008061025042305658,-0.003376004819842904,-0.017498932821172875,-0.0008808470974033256,0.013918714303400304,-0.008424553114781186,-0.029637674949028137,-0.022014592435928515,0.0009372953087791736,-0.004867448349022863,-0.03281572998622928,-0.0020122516922894684,-0.01044870960648725,-0.009375739127014282,-0.012415086659851915,-0.004050167664676585,-0.018277844686783395,-0.019097983576862765,0.0003966233218009041,-0.00028723302019784125,-0.0028795756621635693,-0.02937532647452934,-0.030868386220304078,0.0036570856811481978,0.010083933476435103,-0.008862572347028252,0.03229488977678674,-0.029039097760312105,-0.013241088737042328,-0.028820679212256173,-0.029439864086064693,-0.018463210767977745,-0.007821045207670907,-0.0070550491075531685,0.013858381803669939,-0.005392830987735686,-0.0034080995613587906,0.02237419484932701,-0.011471869876175989
2023-01-06,0.03679406397126206,0.018716774268290326,0.01380878639749783,0.02369023456176489,0.013122632829606795,0.016375455680526008,0.02615108624312379,0.03125258078453652,0.030028728480604228,0.035611152390083056,0.06019614488546132,0.025541341689601982,0.03907504898868375,0.009979161954785098,0.01599583807850924,0.052421426387654346,0.015016715839882844,0.018504342147214414,0.01197861464478911,0.035708244562420166,0.017430812157856135,0.018334941527525794,0.024607924217856292,0.03287933899369788,0.012503252954399802,0.07259158008074307,0.030585271266851066,0.0307167692895709,0.012714246460344913,0.007532410945414902,0.028307571092819117,-0.010735432874494077,0.02175809467242762,0.03987900776747688,0.018593956909808584,0.030944013849631524,0.026938620346544928,0.024768258772024376,0.014839338531863477,0.00911767888266235,0.025975550338418474,0.025999928925531712,0.016019472457869055,0.013224969009801635,0.012566818357537812,0.006529897782407756,0.028366143978885372,0.018354442735996956,0.04245287555333599,0.029018797479948066,0.008109687747222427,0.019135448114084186,0.03048618128934044,0.019292664666998638,0.034927419410229366,0.011200186678420598,-0.008028226086475798,0.0009960058560116725,0.04689639297817827,0.027883835276508284,0.02764750702248464,0.010370973641612435,0.013498645652510355,0.024263437184228298,0.030579064930712496,0.023804230093126044,0.010559649761628487,0.019087444503905315,0.01178520824859941,0.012344370265646498,0.018889168083167096,0.0324158469769793,0.041640356179165394,0.01601228141696409,0.022586304460075368,0.02537255210054412,0.02381255353800693,0.02648277201234106,0.0027534643124476066,0.054296112740795044,0.015662197241832043,0.02164127437073371,0.017206278483161475,0.017760600595611686,0.01234887810723806,0.016658025071428106,0.038181956209365264,-0.03939377290849333,0.02830848518314011,0.024651090365942707,0.04930224656805304,8.168728444335471e-05,0.043972805594950426,0.02939496663024288,0.014013610983466762,0.03145259925705002,0.011750495456443577,0.008957997819329488,0.02449895954696313,0.012086708610010266,0.021885073472153627
2023-01-09,0.00408903956818496,-0.029360605421384633,-0.0016025850516547813,0.016864124463353614,0.027738575466049964,-0.010534542425153282,0.05128203293069067,-0.018459478461341328,0.0036611451873882483,0.01486987397850048,-0.019611556687165965,0.00153141841040072,-0.02079808767972413,-0.015111866396809281,0.013380763547309327,0.02031167847174986,-0.027259982996144294,-0.009915603369736625,0.004861495671578453,-0.009001120165392895,-0.0014957123272903994,-0.015629064677485704,-0.008973453982156876,0.003914682819464277,-0.007358539489132121,-0.008532408787612633,0.04690064011246364,0.0053808476231103075,-0.0012007758059754403,-0.007816090877151849,0.004056542102748972,0.010138980716489998,0.009050230543895532,0.004725565667258458,9.482567131935404e-05,-0.007044378978081078,0.00874401898972721,0.021370626664363845,-0.01224575647281756,0.010147380972456821,-0.033832762766438096,0.0002785005779997185,0.007259477747896259,0.007785682641988201,0.014134678275563584,0.0008818853522729597,0.0019022536603856555,-0.001043664728740179,0.020187860432962612,0.024887323472640333,-0.025908547080533917,-0.004132239059928877,-0.009157136385797182,-0.012460496677524913,0.01821879973465279,-0.036121656430171734,-0.03011154114317538,-0.007613044212164577,0.008975530056055225,-0.008238401008942131,-0.011466993908645473,-0.04105858231247839,-0.030443122295755742,-0.004230165647057471,0.0005523397843292255,-0.01011834100368969,-0.03883669485522645,0.000913763038665083,0.009736399365648518,0.0050209552303628335,-0.001204165361855969,0.0025695679530413074,0.051753185936594726,0.012655224907996976,-0.009773687782145268,-0.04968580051685978,-0.012214281249348868,-0.011498578360965128,0.007845167988825619,-0.006329119156648355,-0.02791327875127303,-0.018277213063247255,0.010527664735973996,-0.0018148536598935339,-0.004626839146194661,-0.01101170831003584,-0.02372745436587831,0.020729059274104067,0.0013462183417303208,0.059349011404278285,0.008677742921912035,0.0001224249739271155,-0.0025942026638062776,0.015311603752367509,0.006478011351739532,0.0039037384362869965,-0.004020522096410906,-0.009579465484431227,-0.01246750003936481,-0.01863758289484696,-0.0008508498146918564
2023-01-10,0.004456121133326052,-0.012495253994024846,0.015158334132491236,0.004310461387027509,-0.009591200286346524,-0.006575771615645931,0.012046478490814083,0.013919885123525377,0.012083871522403866,0.028731709234134817,-0.003397527383173893,0.010638540874328362,-0.009013783462595626,0.006786824470396358,0.005678203231039625,0.005697311698134477,0.009012620034021257,0.002598825238142588,0.013672536724322448,0.015773371120808122,0.020317070977348806,-0.0053346704300452075,0.008788560847508675,0.010774717890892793,0.006135077719991777,0.005535311345901572,0.002311273760546406,0.004734339134108367,-0.00918117154913034,0.004909293134874204,0.02155527377104005,0.04642227441175262,0.00833600957833358,0.02152675624502698,0.002281748041263132,0.005757733263572318,0.01182043452809789,-0.005270560673318991,0.00950194550556982,0.03577813735956492,0.023971589938683202,0.03312931153979637,0.0049549208142847245,0.004544396035611964,0.012351334981944184,0.00887326833246771,0.0031803821766431817,0.008707525681876938,0.004435433746467599,-0.016846287646597013,-0.0023919181931276734,0.008954138654343469,0.0030806211754079715,-0.007666659390870856,0.0003414603490601298,0.00834694431291605,0.007189770630233738,0.009827494714746754,0.00010779376335379176,0.0062113339037357385,0.00104078249242745,0.01741031486823985,0.003224037165616478,0.027187857402498405,0.01056873173718853,0.00021745775967407788,0.0038956072551259435,0.014605268164528562,0.007617346572607264,0.0055904897142613486,0.03924864228881919,0.007929454399844937,0.01798060912666566,0.0009256822319625435,-0.008252956303910985,-0.01591222527440095,-0.0009864618577924977,-0.0010753505111902317,0.010897720782775178,0.020068027045801795,0.0032128917957130465,0.012029629380917894,0.0022239601919327168,-0.00545446002642247,-0.012424075785934963,0.02258388114861143,-0.0024306308031569746,0.0401765753068104,0.005310209633014429,-0.007681374256751861,0.009734952200590508,-0.008284610768535816,0.0038777048997178376,-0.016071458810359318,0.0010727492956532636,0.011390534348201031,0.01402001079765669,-0.000707685835880878,-0.0006208728868994928,0.014935124670737876,0.006731624022770388
2023-01-11,0.02111233278314839,-0.01547236575401889,-0.006148302445530884,0.026551059430008683,0.012488870139645725,0.00015752635186805364,0.014841946532577754,-0.003541792738612215,0.027799097283362828,0.058083825879343465,0.005583238883525077,0.012631597331556721,0.006483121205973719,0.007620329169910844,0.0017381520782868698,-0.0017959486986215412,0.004047608538529923,0.012707409312824325,0.010790719265034276,0.0008781041287251323,0.010116319344318558,-0.015068262967818824,0.0018479507676503193,0.033401112298986124,0.001354853704516712,0.006044890028694461,-0.01722737639945271,0.008195040630301742,-0.009928366986521109,-0.004771612639882683,-0.009029821971048624,0.025928265165534814,0.008057796358139413,0.019656551073083506,0.0021814808701483557,0.0038847855649795093,0.02959493227356136,0.018332287741155362,0.004645875502123031,0.032150934729533454,0.0005738746251957583,0.019132249600209095,0.033841437546975994,0.03505998178839298,0.01992393831504735,0.02610494817777309,0.004542339698000442,0.0031768924767623385,0.013926609210392016,0.017057690852518403,-0.0015986206526157343,0.007431301854247563,0.0054336744844791784,-0.0019312769814354702,0.02356935133398319,0.021715043378379928,0.0015357453924507158,0.035699994033356885,0.018462990046231642,-0.0003718189745594014,0.003862807758228115,0.018126560884915932,0.0,-0.0007519445950098236,0.007726581349531081,-0.003696460258472589,0.002346384962939263,0.0057355083779231375,0.030238028452217014,0.005441281024942235,-0.0008548536728101297,0.016688108766791387,0.005782738594577896,0.024277363322670498,0.001124435343793584,-0.003570063291847836,-0.008097966988411254,-0.0012721773447474938,0.007956914285826233,0.012659263755392614,-0.003302691018302051,0.002830449812900593,-0.025695025883722522,0.006328150944654665,0.03859662327037894,-0.0030817710071230353,0.01923462696662237,0.025579640266202963,-0.005081579787977408,0.036769060182475055,0.0026345780061638457,0.015226253400119294,0.00932732676147352,0.019354440784883353,0.009644308258191403,0.004568365417082054,-0.018355311221264548,0.008970686548650741,0.00876694622359242,0.01162694524160357,0.013580374567172981
2023-01-12,-0.0005993744051304706,-0.022287894058062308,-0.011363798183781748,0.009819473132366863,0.004694882056183403,0.0034667860099084624,0.025195562622019496,-0.007291607690194324,0.017929213544869205,0.0018929468094222024,0.006572799927097028,0.006496888720971761,0.030236064903288673,0.002617700255352906,0.014365189846485826,-0.0025928063440685545,-0.004726412755063802,-0.004494810573254626,0.007801346777597695,0.017309547308032247,0.018603199220927902,-0.0037599299164163824,0.01949920379361636,-0.007564696316887831,0.016238241103532225,-0.003881858017197759,0.03243628886436123,-0.004267385738050189,-0.0063510728320469445,0.0107305524138952,0.006020935722285126,-0.005478235345015792,0.03612574242527655,0.01632514487556702,-0.00548918530998721,-0.0015274421221103118,0.01588504211273567,-0.001613004396229245,-0.003980980889907726,0.015059837673160326,-0.016859741863257338,0.013484880048698189,-0.0037936417393934496,-0.004261379186950021,0.014980197455662259,0.0026441594852761874,0.017334204975518297,0.00199647842912154,0.014740428780305015,0.003516236714866894,-0.005031883559020289,-0.0010026556764196615,-0.0030546608005657117,-0.012901205268700089,-0.0021540583030387195,-0.003579219868465877,-0.0027213651899515856,0.008006158841302513,0.005160615771850896,-0.007886671467547401,-0.011987467551254682,-0.005851787275355402,-0.002515075617681717,0.028745576381076665,0.0017812970708506182,-0.009166376758861339,0.006302396886927575,0.012299888363181966,0.011621475729877151,0.0008234717760036148,0.008769770309678071,-0.0003910012211723046,0.03187313535025238,0.0020317588047435997,-0.012749134525742445,0.005479423468658817,-0.005641861683439053,-0.006074865605269597,0.01578810605188541,0.02702934179308003,0.010944868343742531,-0.004233465899824651,0.0007194786455566593,-0.01704855800192917,0.03815095320355133,0.0,0.004906334085773345,-0.00175097577295813,0.0074595917442517035,0.0027592625752506095,-0.0041369417578649426,0.004600717063173887,0.0020070447277362735,0.003951041870201788,0.010188878283220237,0.0068437491408681606,0.015298720127412846,0.002105860668155657,-0.009032845433419756,0.016611212198268666,0.0035596794846961544
2023-01-13,0.010119194361738915,0.009065872462257207,0.01930691344609836,-0.00598944295605186,-0.0004643979164715706,0.011463565116868635,0.0028248155313777,0.0029897444560953446,0.002583826925794064,0.029915043601747016,-0.005052066378024911,0.005421965825991526,-0.0008865361838048536,0.022048177432744787,0.01974955100293907,3.9712346840081736e-05,0.012709515199197607,-0.004044705913423208,0.016907582166083346,0.01329050331964865,0.007782706800787631,0.013144045037933205,0.006203113185420106,0.018115273227413242,0.010902139526271837,0.005845445559174101,-0.0006016891554775361,-0.0024489215539617026,0.008297877488928407,0.0027105554261270814,0.008117565714250485,0.004810664708007062,-0.004107731059872166,0.002733963653572369,-0.0009517628323477689,-0.0013259327457491032,-0.052866835899603726,-0.0169888501858797,-0.02991516357295021,0.016992233429312886,0.006416142921317869,-0.047482362232335484,0.00968336024450056,0.010863705821031688,0.010974726686583836,0.004062208021796465,0.0029167798437819137,0.0023359288478375095,-0.005942641578038366,-0.008797521181616363,-0.00327616344537629,0.02523466867933366,-0.0002358226877383629,0.0035941231283644903,0.015809738885989688,0.006961473323263467,-0.02579387608869166,0.009036614850691516,-0.011295032736137078,0.008249488553284001,0.00449375877426661,0.00926740040253593,0.0074241791176099525,0.001974915958879331,0.0012369429606056137,0.004845970640555253,0.004294399688319794,0.012482233109228025,0.00301880319360448,-0.004584396860513262,0.008148312487867182,0.007506484406692104,0.02349926434753491,0.004730776732623232,-0.003071910129198052,0.0029344073698902573,0.0071424626237490685,0.0025630841002022287,-0.003760283616864757,-0.011102809640986977,-0.01986490988925127,0.01303732558247539,-0.005989364125214114,-0.00028433776517067244,-0.003333578295043771,0.007212844956601572,0.03036016217131099,0.003955173157712766,-0.0015342971430433172,-0.009388119582672827,0.004940119216370498,-0.012306502198897173,-0.006800612377979465,-0.004372739225733446,-0.005463354546313415,-0.0025042610901654383,0.0011959359160187422,0.032453877600277625,0.003314604074419858,-0.0006182314947258405,0.005034821048325311
2023-01-17,0.008756455009334418,-0.005013064871848383,-0.0010572515497143664,0.009711527448980961,0.0,-0.00978105465896184,0.008309807575924255,-0.008501118889607584,-0.00755967419029413,-0.02109661268732821,0.00041457859111249107,-0.012904446979341233,-0.012702569274173903,-0.020153288507005485,0.014200338243722577,-0.005650044937657528,-0.0027580606232696647,-0.008752138171105206,0.007812591991744888,-0.00851192349356622,-0.00030889159217040163,0.004881317785234263,0.00025691691047313725,0.007583866028833652,-0.010125909625481766,0.0031323896639809945,-0.006955933589209429,-0.016366525401908305,-0.0061165065376266314,0.01650155116313723,-0.0032525948160093687,0.004751185387634527,0.005130739358548908,-0.021813232546540218,-0.007239356664141883,-0.06821894508343018,-0.003930704643207994,-0.0026506201345641855,0.0035373997548853175,0.0036159191033771076,-0.009968592637876195,0.0027390242609328652,-0.006896503980159729,-0.0090099828727217,-0.06438503358049508,-0.011110716549821542,-0.020174531645718585,-0.0047980439715095136,-0.01693787900585908,-0.007654988139175423,-0.006169473860819896,-0.0154532690909156,-0.0021215254134250294,0.004069688186853604,-0.012301216089803502,-0.010729437204000325,-0.005935372265933547,-0.012443519576351036,-0.0013849146440026994,0.019413053050425733,-0.0005965664340176202,-0.002977852093356659,-0.004866631203322869,-0.011826475309471673,-0.022469305186809674,-0.010083354068176176,-0.016035618187115963,0.059131587087718485,0.0046816746489279915,0.012517545834156873,-0.019830556932492915,-0.005510272768995073,0.04751769573278497,-0.006726593850033935,0.0046792145401854945,-0.03699039983784835,-0.0029160307079704184,-0.004621368529563741,0.008807208337656913,0.0003326881799736725,-0.00253333879045492,-0.004476264928336859,0.00614585933721723,-0.0038395930413098744,-0.004380100446700896,-0.011253224471147516,-0.01518844245988249,0.00688541008930299,-0.01803849907369537,0.07426473736900463,-0.020166521890052302,-0.009171371748103452,0.005064925014028221,-0.017293410951766175,0.002323987918857906,-0.00026901459716832665,-0.024128165257032208,-0.00226148191764175,-0.00605692736540131,-0.0019443903634960291,-0.001880008061201921
2023-01-18,-0.005370081825011197,-0.023751938513653315,-0.01657999986341807,-0.024501661129568086,-0.008914592254748999,-0.0246159405595322,-0.014806503880664734,-0.018669683198915044,-0.025362634018821772,-0.006142675153973931,-0.00854575283763459,-0.02165840767106486,-0.009460290267042204,-0.023174881355944033,-0.01609668186289015,-0.0031610353054098983,-0.0023510004223190606,-0.020834649888168744,-0.017491514122175866,-0.013423999680939547,-0.0167117822838998,-0.02441502890575331,-0.01694917175884958,-0.016694009920754316,-0.014055281229722105,-0.014996682313824672,-0.02034091432278262,-0.02454258399208986,-0.013091727384904717,-0.01806195282813261,-0.0278640667769795,-0.015640951262562486,-0.008707819335453504,-0.009756064392301367,-0.018902369854341572,-0.02224910585084172,-0.020520910842411477,-0.0024451489800049186,-0.017168384771638734,-0.015157104678449329,-0.019552912395570998,-0.004643558547568483,-0.004123401120862735,-0.0018621803872785891,-0.0023720221740161085,-0.011724058087044242,-0.03769314381440336,-0.032922510157229135,-0.026689199912727113,-0.010584272433792674,-0.015084770612227127,-0.03004262344061237,-0.06307578697736882,-0.03031765187918667,-0.0171515071626418,-0.016017206784904814,-0.013172039066031482,-0.00486819897170343,-0.016213097750018446,-0.02944074988665224,-0.03655628386170673,-0.020161970872053958,-0.01970098987546498,-0.01728724546952376,-0.03041080249478867,-0.025465061204355988,-0.015029293520949616,-0.005150362599944058,-0.018889221062496797,-0.02262648545190027,0.0003371508526484046,-0.013344759611093493,-0.01835924052158744,-0.02133166022737154,-0.02521862939391395,-0.023437670029584967,-0.02678832768787709,-0.019460739093200785,-0.0357944965784287,0.014632486628189723,-0.027329180814961274,-0.016393404573001535,-0.025272480437688816,-0.03326189779601074,-0.022156512287701546,-0.01603721734966601,-0.007834518730631457,-0.013285698639281973,-0.00734786089280226,-0.020609982513142944,-0.009350037567362413,-0.018223843945817664,-0.022537320363965607,-0.012737353929789696,-0.03435894775986226,-0.015874394754082477,-0.021542094049483818,-0.016772348647755453,-0.024721351754632748,-0.020543618713349754,-0.016049785561361163
