Error,Portfolio Weights,Train Tracking Error,Train RMSE,Train Correlation,Test Tracking Error,Test RMSE,Test Correlation,Optimization Time
0.0024077258149569876,"{""AAPL"": 0.17910687168563988, ""AMZN"": 0.061885406115035686, ""BRK-B"": 0.17403625043138693, ""C"": 0.08405518531875289, ""JNJ"": 0.0880274705825024, ""MSFT"": 0.14374161114809983, ""NVDA"": 0.03708578444288359, ""TXN"": 0.10149423540594317, ""UNH"": 0.05810268976831222, ""VZ"": 0.07246449510144347}",0.001533197706731494,0.0015587917867275075,0.9876392528438384,0.002404155367009372,0.0024077258149569876,0.9492164023311407,26.18728542327881
