Error,Portfolio Weights,Train Tracking Error,Train RMSE,Train Correlation,Test Tracking Error,Test RMSE,Test Correlation,Optimization Time
0.0017758568835232304,"{""ABEV3.SA"": 0.0449593350079525, ""ASAI3.SA"": 0.025634507826016773, ""BBDC3.SA"": 0.06408435947449811, ""BPAC11.SA"": 0.06390010284008482, ""CSAN3.SA"": 0.026742994578954397, ""ELET6.SA"": 0.036997173187216036, ""EQTL3.SA"": 0.06663027404884907, ""GOAU4.SA"": 0.030870634107057256, ""HAPV3.SA"": 0.012743280336362772, ""ITUB4.SA"": 0.09141463065012163, ""LREN3.SA"": 0.02975746523911064, ""PETR4.SA"": 0.12652489243608836, ""RAIL3.SA"": 0.06436614696927735, ""SUZB3.SA"": 0.02063064636604679, ""TAEE11.SA"": 0.041279146459333754, ""USIM5.SA"": 0.035823275339017614, ""VALE3.SA"": 0.1501026130573729, ""VIVT3.SA"": 0.01629963793560106, ""WEGE3.SA"": 0.0360392794090331, ""YDUQ3.SA"": 0.015199604732004943}",0.0012699223835138619,0.0012744286485822554,0.9944416248453305,0.0017610899503840368,0.0017758568835232304,0.9829694182979546,0.695697546005249
