Error,Portfolio Weights,Train Tracking Error,Train RMSE,Train Correlation,Test Tracking Error,Test RMSE,Test Correlation,Optimization Time
0.0018172496897408063,"{""AAPL"": 0.13283063513917673, ""ABBV"": 0.024983702792506696, ""AMZN"": 0.06360543087014162, ""AVGO"": 0.02676449204781169, ""BAC"": 0.04486027682752114, ""BRK-B"": 0.09397471698767798, ""COST"": 0.05123716721658588, ""CVX"": 0.029690837582315013, ""FDX"": 0.020659508691599056, ""GD"": 0.04196448480773649, ""GOOGL"": 0.04683123475147021, ""LLY"": 0.050785211786572346, ""MSFT"": 0.08798848944576204, ""NVDA"": 0.04344393220364186, ""PFE"": 0.04030307597525587, ""SBUX"": 0.053685331154285386, ""TMO"": 0.0501296508567079, ""TSLA"": 0.013274146532756714, ""USB"": 0.022822436507669276, ""VZ"": 0.060165237822806014}",0.0007159957862498507,0.0007269341662212423,0.9973269693243225,0.0018108164726192044,0.0018172496897408063,0.9714450087608487,18.395447492599487
