Error,Portfolio Weights,Train Tracking Error,Train RMSE,Train Correlation,Test Tracking Error,Test RMSE,Test Correlation,Optimization Time
0.0018343087955122862,"{""AAPL"": 0.14365597013028802, ""AMZN"": 0.07042137331844622, ""AVGO"": 0.03604063580016688, ""GD"": 0.08115798369741721, ""GOOGL"": 0.05319723916859122, ""JNJ"": 0.026183777187430337, ""LLY"": 0.024305443903704003, ""MSFT"": 0.07142233592072464, ""NFLX"": 0.029509726256141015, ""NVDA"": 0.03947247136037592, ""PFE"": 0.05155238890323089, ""PG"": 0.05566647930487717, ""PM"": 0.04835514528298527, ""SBUX"": 0.05663580679260428, ""TMO"": 0.05314627871870007, ""TSLA"": 0.013956085604821335, ""UNP"": 0.021885096304835535, ""V"": 0.03300092733501212, ""WFC"": 0.05641320589438611, ""XOM"": 0.034021629115261874}",0.0010177349201010758,0.0010260341350799857,0.9945949699506074,0.0018341746126682194,0.0018343087955122862,0.9707894519006127,1.1680006980895996
