Error,Portfolio Weights,Train Tracking Error,Train RMSE,Train Correlation,Test Tracking Error,Test RMSE,Test Correlation,Optimization Time
0.0018753050968402356,"{""ABEV3.SA"": 0.039760070830464525, ""ASAI3.SA"": 0.026459108668101184, ""BBAS3.SA"": 0.0351437154473281, ""BBDC3.SA"": 0.06484407032748611, ""BPAC11.SA"": 0.07790537606473211, ""BRFS3.SA"": 0.0113257047442135, ""CVCB3.SA"": 0.012197574747745795, ""ELET6.SA"": 0.05051411283478521, ""EQTL3.SA"": 0.05658088305283544, ""GGBR4.SA"": 0.043803522779885376, ""HAPV3.SA"": 0.014623304081789974, ""ITUB4.SA"": 0.0733239250671174, ""LREN3.SA"": 0.03005537591279312, ""PETR4.SA"": 0.11855396244498004, ""PRIO3.SA"": 0.017696104945798784, ""RAIL3.SA"": 0.055507050803870174, ""SUZB3.SA"": 0.0266227629376799, ""TAEE11.SA"": 0.05819532895570928, ""VALE3.SA"": 0.1625509760308751, ""VIVT3.SA"": 0.0243370693218089}",0.0011476114871760837,0.00114981521855242,0.9954319957026734,0.001859549974101134,0.0018753050968402356,0.9810027220456883,22.35558009147644
