Error,Portfolio Weights,Train Tracking Error,Train RMSE,Train Correlation,Test Tracking Error,Test RMSE,Test Correlation,Optimization Time,Mip Gap,Start train,End train,Start test,End test
6.018020596085922e-07,"{""ABEV3.SA"": 0.02995380401673393, ""ASAI3.SA"": 0.025629790735293857, ""AZUL4.SA"": 0.0015744754839665694, ""BEEF3.SA"": 0.013757619814576866, ""BPAC11.SA"": 0.01840821104576979, ""BRFS3.SA"": 0.01626040881741543, ""CMIN3.SA"": 0.01009316344022948, ""COGN3.SA"": 0.026200670305092787, ""CRFB3.SA"": 0.0, ""CSAN3.SA"": 0.042780362804469084, ""CSNA3.SA"": 0.006827651931184169, ""CVCB3.SA"": 0.005629138718523111, ""CXSE3.SA"": 0.019209404076371603, ""ELET6.SA"": 0.026472780694080492, ""EQTL3.SA"": 0.04594269705616875, ""EZTC3.SA"": 0.009749399532658812, ""GOAU4.SA"": 0.05575724653665355, ""HAPV3.SA"": 0.013595270070321495, ""IGTI11.SA"": 0.023756365629043156, ""ITUB4.SA"": 0.11594237044834872, ""JBSS3.SA"": 0.01306153817260139, ""KLBN11.SA"": 0.030507064952607355, ""LREN3.SA"": 0.01092656029302548, ""LWSA3.SA"": 0.008103304051224844, ""MGLU3.SA"": 0.010858472592785724, ""MRVE3.SA"": 0.006667089991070918, ""PCAR3.SA"": 0.0, ""PETR4.SA"": 0.10859174980438965, ""PETZ3.SA"": 0.0050032433521151835, ""PRIO3.SA"": 0.008077730453673788, ""RDOR3.SA"": 0.009834788709269068, ""SANB11.SA"": 0.017576066921209527, ""STBP3.SA"": 0.008732994143767447, ""SUZB3.SA"": 0.014677125340479607, ""USIM5.SA"": 0.00020623907330515626, ""VALE3.SA"": 0.14192626703044245, ""VBBR3.SA"": 0.012919996210266604, ""VIVT3.SA"": 0.03593911814996545, ""WEGE3.SA"": 0.042261714107604216, ""YDUQ3.SA"": 0.006588105493294513}",0.0007593039208464425,0.0007757590216094804,0.9980106606631816,0.0020016476523804457,0.002009076542913218,0.9826231283982277,0.5203063488006592,0.0,2023-01-01,2023-03-31,2023-04-01,2023-12-31
