Error,Portfolio Weights,Train Tracking Error,Train RMSE,Train Correlation,Test Tracking Error,Test RMSE,Test Correlation,Optimization Time,Mip Gap,Start train,End train,Start test,End test
1.7634561546413116e-07,"{""AAPL"": 0.13114554517994859, ""ABBV"": 0.03489550031069479, ""AMZN"": 0.047132465668678035, ""CAT"": 0.025051798001830446, ""COF"": 0.062287528738266706, ""COST"": 0.044032919380036874, ""CVX"": 0.07454146373345417, ""GILD"": 0.037648503978507136, ""GOOG"": 0.05252208916286504, ""JNJ"": 0.0254526474624117, ""LLY"": 0.018507152937865094, ""LOW"": 0.05263116715013984, ""MSFT"": 0.11156074321917203, ""NVDA"": 0.06258778743788732, ""ORCL"": 0.011649866681392545, ""PEP"": 0.06693498546435356, ""TSLA"": 0.03742682029686388, ""UNP"": 0.02890239146867112, ""UPS"": 0.026313024533473728, ""V"": 0.048775599193487375}",0.0003954952410117341,0.00041993525151403174,0.9985703686760558,0.0019081104232820327,0.0019082732085211097,0.9708482979737479,1800.4465515613556,inf,2023-07-01,2023-09-30,2023-10-01,2023-12-31
