Error,Portfolio Weights,Train Tracking Error,Train RMSE,Train Correlation,Test Tracking Error,Test RMSE,Test Correlation,Optimization Time,Mip Gap,Start train,End train,Start test,End test
1.9641128227103994e-07,"{""AVGO"": 0.04768267543158657, ""AXP"": 0.018423398403676607, ""BAC"": 0.03845977009937778, ""CVS"": 0.0630014348230696, ""GOOG"": 0.08764908640522512, ""LLY"": 0.07131648443183722, ""MA"": 0.027354236506195184, ""META"": 0.027885041127333348, ""MSFT"": 0.1295945232847534, ""NEE"": 0.0651779366192161, ""NKE"": 0.04341005245467155, ""NVDA"": 0.018429097159561404, ""ORCL"": 0.05219080449156246, ""T"": 0.1107142764945776, ""TGT"": 0.023003963681792555, ""TSLA"": 0.030802000345351847, ""TXN"": 0.05923260822268316, ""UNP"": 0.02765735937818952, ""USB"": 0.013246193379453193, ""XOM"": 0.044769057259885676}",0.00044279839562938396,0.0004431831249845474,0.9991680109535279,0.00311595594056868,0.0031160227271372627,0.9257698164259617,1800.0025370121002,inf,2023-01-01,2023-03-31,2023-04-01,2023-12-31
