Error,Portfolio Weights,Train Tracking Error,Train RMSE,Train Correlation,Test Tracking Error,Test RMSE,Test Correlation,Optimization Time,Mip Gap,Start train,End train,Start test,End test
3.096352028929267e-06,"{""BPAC11.SA"": 0.10803448859307772, ""CVCB3.SA"": 0.03398889034389209, ""EQTL3.SA"": 0.12626081395918087, ""GOAU4.SA"": 0.06932653738297552, ""HAPV3.SA"": 0.023231513574428146, ""ITUB4.SA"": 0.09907193142708794, ""PETR4.SA"": 0.1505616559400381, ""SBSP3.SA"": 0.0645357359715914, ""TAEE11.SA"": 0.1173394808414594, ""VALE3.SA"": 0.20764895196626887}",0.0017533233216548566,0.0017596454270475065,0.989431782888747,0.00293325993901578,0.002954880316211113,0.958215549374276,1800.0047543048859,0.4987032525150083,2023-01-01,2023-03-31,2023-04-01,2023-12-31
