Date,ABEV3.SA,ALPA4.SA,ASAI3.SA,AURE3.SA,AZUL4.SA,AZZA3.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BEEF3.SA,BPAC11.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,CCRO3.SA,CMIG4.SA,CMIN3.SA,COGN3.SA,CPFE3.SA,CPLE6.SA,CRFB3.SA,CSAN3.SA,CSNA3.SA,CVCB3.SA,CXSE3.SA,CYRE3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENEV3.SA,ENGI11.SA,EQTL3.SA,EZTC3.SA,FLRY3.SA,GGBR4.SA,GOAU4.SA,HAPV3.SA,HYPE3.SA,IGTI11.SA,IRBR3.SA,ITSA4.SA,ITUB4.SA,JBSS3.SA,KLBN11.SA,LREN3.SA,LWSA3.SA,MGLU3.SA,MRFG3.SA,MRVE3.SA,MULT3.SA,NTCO3.SA,PCAR3.SA,PETR3.SA,PETR4.SA,PETZ3.SA,PRIO3.SA,RADL3.SA,RAIL3.SA,RAIZ4.SA,RDOR3.SA,RECV3.SA,RENT3.SA,SANB11.SA,SBSP3.SA,SLCE3.SA,SMTO3.SA,STBP3.SA,SUZB3.SA,TAEE11.SA,TIMS3.SA,TOTS3.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VAMO3.SA,VBBR3.SA,VIVA3.SA,VIVT3.SA,WEGE3.SA,YDUQ3.SA,^BVSP
2023-01-03,-0.0014093873015964542,-0.06489883531941165,-0.02001050652694536,-0.01795580041277889,-0.013592266090314054,-0.031165842357889773,-0.033469334985823274,-0.01864098299177397,-0.04727566320953691,-0.049624890641108865,-0.031147210132616676,-0.02834644540705822,-0.047810571191757134,-0.007387627189958446,-0.05025122363181622,-0.03273041564840784,-0.022351834834735018,-0.023831352111783333,-0.012376254007952392,-0.04878044241882984,-0.012426129229880511,-0.018324598829663752,-0.007057206945662142,-0.0412053975941965,-0.011548995520408223,-0.06352937722329643,-0.003694455540312447,-0.04435802248345655,-0.009110569313314776,-0.018723724309488654,-0.01427910394195897,0.018881083950214927,-0.01517857849902049,-0.014289093084500437,-0.024436801785844398,-0.02251553088754843,-0.03706160632574895,0.0020366632015105246,-0.00996154929615578,-0.028017164082856594,-0.043219940065860496,-0.05325791535753466,0.0,-0.025119547752725402,-0.0208249700934916,-0.021445181319949325,0.009476117965498743,-0.02379708204186326,-0.06853583646859196,-0.019305066424498363,-0.020334902292725943,-0.023160772855571055,-0.031868603333209844,-0.04887225802259154,-0.009931768778681294,-0.014138414193189397,-0.025305469626238142,-0.04067800000465582,-0.06692055678435416,-0.018916707522149134,-0.022650024567285376,-0.05649715522606724,-0.04948302879038591,-0.052229612837903394,-0.024585352797559912,-0.0043430490822234935,-0.009541654984997039,-0.016543332318863402,-0.034042540659483866,-0.025435076233376597,0.01776230207175722,-0.010489450669525446,-0.02420702295402144,-0.034376104180805056,-0.015899467685117075,-0.011379801481353091,-0.00178978852688072,-0.05684755265739472,-0.029931925170437634,-0.02938349190902234,-0.02006022902608362,-0.02493449802434,-0.06332997443583877,-0.02077536286380388
2023-01-04,0.005645718371434905,0.0067164294888064635,0.02525520920270008,0.019690523540055294,0.03937013565078695,0.02297723411385566,0.007601488201740114,0.012867623564985387,0.008764792452704784,0.002857157158738577,0.004945941261008446,0.03808754562826677,0.0319099912831835,0.009472304876385396,0.01984127240230582,-0.002226145997268225,0.012922444454573467,0.012206457044696029,-0.0025061457655173314,0.0410256008973342,0.011638870052055106,0.027999986769278618,0.022743513368182144,0.007055783974913021,0.00756019676125308,0.06783915659300366,0.00741644964295074,0.039088087356086376,0.0005408500853743003,0.026864072429794827,0.026074530357651726,0.027453711776444623,0.03807797701376803,-0.012832576690708142,0.0019569190324557617,0.04447967793798102,0.02061854317753542,-0.0047426456284546115,0.008513902201795931,0.015520995847393415,0.0033460449812079407,0.002992343254114793,0.11494252705566699,0.008588810408231895,0.0029193842649251067,0.014768922943050766,0.003952729698947666,0.0063591768080066835,0.0016723006052608014,0.003937017672583254,0.019536028544306472,0.03347277106895308,0.016957548936445965,0.0889329056521686,0.04890280515979062,0.01666674041050875,0.03178155111543424,0.021201521721761152,-0.006122453526297922,-0.005258406929529391,0.015063709355716881,-0.005988052848790892,0.015540062841276292,0.0029003711498243323,0.011802339331946854,0.020356254903270976,0.007744616732242804,-0.018370992476183345,0.008810614164953101,-0.006868211424113091,0.0020060683253588785,-0.0011779317391618083,0.01796418085244733,0.029199928091202976,0.023809346015811306,0.020143923222295523,0.0017929976134378744,0.024657581018066033,0.0294530308465617,0.004962751448293501,0.0218727688183733,0.006729473387895091,0.013086108767006,0.011212871762379173
2023-01-05,0.0028070468001462068,0.02742771622214879,-0.005241131074950833,0.004827573436618771,0.09374997460029433,0.01197922298737808,0.03101430973046959,0.045674390316226665,0.032385626753408836,0.04344737382487107,0.0021532786169409235,0.02107723474865031,0.04064125006843322,0.024798948881596283,0.08690009851186775,0.030343610433103407,0.013738945424433657,0.009276656383405024,0.017587791254133567,0.00985220749181659,0.0012437590226608286,-0.007782031925170241,0.0208477384841812,0.02038225208180422,0.06616650913300237,0.023529518542092065,-0.006134783500480689,0.02664563732793801,-0.006486459797562127,0.001956024789788735,-0.004705944810008078,-0.011356050318072963,0.022707443948728034,-0.0009630318157508588,0.003124970511365621,-0.0007603340865718344,0.018181835059212448,0.024506509314260905,0.016884142637471955,0.04148472934181058,0.012863449220584133,0.03102623183904929,-0.0412371390793379,0.014598428110035977,0.031184822887465602,0.03755864542859633,0.007381912303783933,-0.015271124858411533,0.09181962803003363,0.04313728187230059,0.014371292700742,0.009446717017925987,0.02648361157820922,0.06170590616236016,-0.005977309277102272,0.03240559787219843,0.0360085992754311,0.03806219542375677,0.025814046332736984,0.03127746793858477,0.006849305296820152,-0.027108369582648395,0.05776593449068379,-0.0012854006156537423,0.00830356676932098,0.016031294021337184,0.0249297374389581,0.00901903543656113,-0.021397413100008977,-0.01521427707801215,0.006206158217135771,0.004127320047310201,-0.009243744060109194,0.04547217592342023,0.01328908170353471,0.059238401444381195,0.016778518214279448,0.024955427760861015,0.004768311178568352,0.009876585806402716,0.02689360779217309,0.0021388556779711188,0.012917180313169574,0.020734045987050642
2023-01-06,0.002099321782967012,0.0007215172532142322,0.0031613884197185804,0.0006863162745942564,0.025108221390823804,0.019639624749651974,0.02357719476282094,0.013884938847000372,0.026778790275616693,0.027986280115577467,0.029158866834394503,0.014526026925747004,0.005719372405551981,0.003597065092379781,0.031026296615745963,0.0060632043622028675,0.011616720394746372,0.0,0.06172847938956094,0.019512176967531936,-0.010559013121645533,-0.014379275894675247,0.0068073945116562395,0.034956307543192455,0.04094679544208635,0.06206880626876221,-0.0049384272597511325,0.046564825057751724,0.0029923608648896316,0.0004880278796226545,-0.0023640977183921885,-0.0168918916741978,0.05721606098303389,-0.005060219962779722,-0.003115235492316293,0.028919256312837094,0.031084733774170648,0.0076412088961801405,0.007547237295193021,-0.01048222032176016,0.014346348841577372,0.03819445492744511,0.06451617093262163,0.01678671860783809,0.017338562821263448,0.004977396436046444,-0.007327818986646473,0.03689820006857625,-0.0061162022302883035,0.03759400052560258,-0.0023613185381680113,0.009358311695572441,0.02675574614617382,0.04700856115983254,0.004810578938259313,-0.006277767657256628,-0.005862468893495398,0.030000025434527622,0.006005151611995663,0.02050421242341849,0.009070281932344049,-0.0030959498157689946,0.0104882785654703,0.01769635179852269,0.019019663307538126,0.025946793197719087,0.004572012835021733,-0.005586472972146095,0.006247195015977702,0.057584135225901,-0.006366880817170406,0.038461473963199655,0.01272273563180848,0.016356908853807806,0.011475448320279913,0.010652463198766116,0.01584170682120445,0.03739142098042736,0.006779698979795912,0.02933978557616812,0.021379382021401883,0.01467457611972467,0.036131710889915736,0.01225841254487614
2023-01-09,0.005586580433786681,0.025234346384828354,0.009978826878297209,-0.0164607913337258,0.01351350045186761,-0.010158331606233029,-0.013502759833680544,-0.009700333577968845,0.002356240554594713,0.01266903172514633,0.0047718138360768325,0.00602863349424565,-0.009623795512480715,0.012382035116730306,0.005786905925338592,0.006887638853423139,-0.0019138869759245392,0.025735154307176877,-0.009302380440089464,0.009569369257348859,0.009102357524458426,-0.009283682220649347,-0.011494304675296774,-0.004825125810089759,0.004302482455496026,0.04978357064504291,0.00744412483546375,-0.009482023147446617,0.024681396078532147,0.007317036691488088,0.01635074271433501,0.01786943130402152,-0.0274636631215609,0.0007266221567778786,0.013671909013821093,-0.014792975637047623,-0.03078898547933062,0.0204418409950462,0.023220821461732433,-0.11016949238156637,-0.003709741475428907,0.001672231076811137,0.07070701751434072,0.00707524086661504,0.007134709180567578,0.03016655632772025,0.004429124132885098,0.0025789248018426303,0.007692432207584865,0.02536230679403051,-0.013017707823745783,0.0,-0.012563909154536312,-0.008163319259474555,0.010772011671924098,0.00668901658346055,0.005475924178820923,-0.006472552111971175,0.023592884751750143,-0.0096275869299699,-0.004494375711360132,0.0031055644875721544,-0.017895630367185,0.012646087253673555,-0.0011544747546944345,-0.0010252771114700465,0.00182052548165057,-0.008314605039693834,-0.030598565705490577,-0.009296112519405764,0.013416185192510088,0.010743773519848565,0.0008373307105227212,0.019019728492672527,-0.0032414209655881043,0.003952517999533223,0.0010828713871664508,0.015087893882014258,-0.008754222017919089,0.0014252827781284783,-0.0031400261227139126,-0.002892220792263811,-0.011281940146559255,0.003592561284869067
2023-01-10,0.009722254163051502,0.039381115008895184,0.0005200647182797002,-0.010460367146016503,0.02833334604899096,0.027189247604300082,0.03542652282984604,0.016998134420526334,0.020897694334462535,0.030013854724344702,0.01513811163664358,0.0074906335832938264,0.05388692517807847,0.020598559303974584,0.04257781685534501,-0.014536133452759392,0.042185969556584935,0.005376380069529896,0.06572773001801324,0.04739343508195093,-0.012752754383097309,-0.004016130126492823,0.005471977285099738,0.03333329440963273,0.047735549055921256,0.04742269934216359,0.003694594359165304,0.02577320096373259,0.0018528909295361107,-0.009685213413846205,-0.016320748239785576,0.01890612593098351,0.029900303805469486,-0.002420149039307984,0.008863161827100452,0.027027121689879863,0.023825137900493454,0.027786712089696186,0.019765800986130122,0.026190509169011333,0.00651619756258448,0.019476867304971446,0.169811372812412,0.021077440789825097,0.0192836852530871,-0.010052429000005692,-0.0078392644667038,0.02983545909434837,0.04885490981772267,0.0777384901842666,0.02877693291308736,0.0370860564102764,0.030631445571705607,0.03621413497253956,0.08762590308274532,0.0059062295385923225,0.009216561176094817,0.05863205648685699,0.00555404238685564,0.014792895849083498,0.02313766487977409,0.03715171973066389,-0.01239053999599904,0.005307727817441599,0.03217114576011193,0.037290358499206366,0.0029074749482334017,0.018581434221341064,0.030649613165646405,0.06166231551949397,-0.012448227521059563,0.001118697119513179,-0.006694465901065927,0.03481700545654909,0.034146290014676506,0.03674540807108784,0.012332311785807626,0.049545788163025906,0.011548941692482995,0.05834911683989441,0.010498847896899033,-0.009757475793872317,0.013485509645097427,0.01542658866397506
2023-01-11,-0.01719391986684482,0.02368067576408306,0.027027018956270465,0.03453144059932178,0.0008103913094148485,0.02504217882060189,0.04587897418936748,0.014164168338697491,0.010613911230007878,0.01986743887919107,0.005848030034774965,0.0773233880985904,-0.018440985202479276,0.0015768049845441556,-0.06622517269575989,0.030802647085546475,0.04507819461878637,0.040998266001710526,-0.004405346292729928,0.013574647453366007,0.02583491024529483,0.04704305959364152,-0.011564612617907755,0.020527884702310928,0.0017522455614424892,-0.00984258990676401,0.0,0.015075364982871209,0.02694830914679347,0.04523225481367321,0.04076788563761813,0.033134525841224116,0.020967761038742205,0.02134877937945645,0.045072543135783905,0.004385941977154806,0.03167438182753357,0.010059830503749811,0.007896516849182023,0.06728537487311548,0.04115595642337988,0.014192240417168156,-0.03225808436366906,0.00802759308118528,0.017374237033371376,-0.010596044525811532,-0.021234507877524345,0.03995980418292966,-0.039301359191653895,-0.006557326410704389,0.006993024190645514,-0.0012771075532711507,0.038865991598473704,0.008737047367519457,0.035928133764834946,0.012844160780769442,0.007887166262065204,-0.016923194072393843,0.07760294067370599,0.01082878972499568,0.02206295483945686,0.06865669487458548,0.011069979791443085,0.005279343641286793,0.02687550154892593,0.034630652047203725,0.011596401221142916,0.012235784447260256,0.05858845584830652,0.027777654544884456,-0.01460583339764343,-0.0012980387320356002,-0.01432179487041596,0.011099551092251136,0.03301889826911664,-0.006329163229003121,-0.003526322004658633,0.03933912627649283,0.010073895632047192,-0.008964539589343179,0.00831164061682066,0.027962477302281075,-0.007164892309338922,0.007672749567224413
2023-01-12,-0.013296008936057313,-0.0409781811546267,0.012145805099361695,0.02588558327667867,-0.0024292053213634812,0.007594681628015465,-0.005948120047643224,-0.006424649478295019,-0.0202546195069091,-0.02337661858343676,-0.00319760679665293,0.005520977088786072,-0.02860799060724839,0.0059823666401332964,0.011820409229144513,0.006313115197193353,0.02552814830626149,-0.00941790640251794,0.0022125556275558456,-0.017857125751218117,-0.007985244428966531,-0.007702243771696704,-0.008947015391108315,0.01666668026523732,-0.012827886939764666,-0.027832996667377596,0.00490806192374893,-0.00212163908540719,-0.0015435451546538248,-0.008888887274910107,-0.0006831964374418575,0.007697234405681597,-0.0007899075041363224,0.034679336032494845,0.006944531681092325,0.0029111929945446757,-0.009398555685361187,0.0037347500339375284,0.006410249648646449,-0.05434782721369846,0.001776561469897464,-0.0010764919451554666,-0.06666670905219185,-0.010238743936028416,-0.014041526646175195,-0.016956671716938043,0.005045463397239658,0.020172963369646135,-0.01515153762047683,0.052805273864523716,0.0,-0.02941176649931232,-0.017605629084795793,-0.028346502147938768,-0.02522340684526647,0.005434693764603038,0.014415063726005872,-0.012519599314230967,0.018708330297824594,-0.009064701411030773,0.007555304728929402,-0.02513960374966384,-0.020073044945552843,0.03089287065836488,-0.008905673975210249,-0.028371072716905754,-0.011821701822717356,0.007692287117543328,-0.0306078747759424,0.02457001323299557,0.02050760473332791,0.018017891907861294,0.013675109373140204,-0.019210964276159426,-0.0015220749856977855,0.0038216728358440033,0.0052546003658815454,-0.027252106711705193,0.0039893837494471285,-0.014473167869929804,-0.0002574903325694988,-0.002331548908985126,-0.01237109453837193,0.0010200155686586054
2023-01-13,-0.015602856666209308,-0.06133703165291671,-0.0020000729667065675,-0.01792826125643987,-0.05357141751305261,-0.01067812898823639,-0.01570675713177494,0.0022493439182100783,0.0038283623085375584,-0.003324414899688488,-0.002624815748149656,0.046671297109591725,-0.02725279941880898,-0.006572819047379497,-0.06542065823125354,-0.022166486408525476,-0.014592277729652992,-0.012964541708952448,0.011037473071617843,-0.027272700672307915,-0.0077399942801889,0.006468302762153932,0.0249999949686861,-0.031091032869458357,-0.002362843692885419,-0.05930460105894686,0.02075688572943113,-0.024805107787139513,-0.024993463791067816,-0.018645196967252864,-0.013901536196547215,0.0025461465153342466,-0.003952508977731917,-0.036960487529470565,-0.01705998762436234,-0.042089992693111866,-0.03984827739308339,0.0055814045938591406,-0.0021230325286024643,-0.02298848432756806,-0.016847806706544843,-0.03125007094794785,-0.017857098255025683,-0.00804632034679642,-0.005003865742889579,-0.024058229778896822,-0.0030120806954454515,-0.05178911805391706,-0.0061538403624379345,0.07523503677407861,-0.03124996530988544,-0.05270093377152929,-0.01836905695547897,-0.008103781340637495,-0.00916442497497827,-0.002162146596771497,-0.0024360771622490285,-0.022186971281231926,-0.01761010750790548,-0.002910653069698732,-0.016068536018679636,-0.04298003425763397,-0.020484006055384474,-0.011986687108743954,-0.015037621766382903,-0.019028998822188448,-0.008519066630653382,0.015049073954970682,-0.03114192304326402,0.005995201136978823,0.0033824806810540675,-0.003996552963650757,-0.019392911620783826,-0.015040267191734236,-0.040396397522907246,-0.008883200091566845,0.0008534153481694062,0.0007780821712961572,-0.021854320417154294,-0.03717302512105103,-0.01752115578708202,0.011945189422158942,-0.03340281481558993,-0.008589790573576339
2023-01-16,-0.048991358425643394,-0.008810564358837869,0.005010059265616151,0.017579444244370857,-0.03516293763100753,-0.016761936159854662,-0.015957473618161244,-0.0011222402432936596,-0.022120526913824157,-0.030687221994564085,-0.009356661351831552,-0.006557374657558901,-0.04112062789773174,-0.01984877245596972,-0.05374996698996881,-0.03678352155144948,-0.03484324328595978,-0.009632031371142658,-0.03711800445223845,-0.028037466475174244,0.01092050373170328,-0.01028283740899849,0.04403792082482272,-0.02683781210005376,-0.016577708165601113,-0.0369566712443653,-0.023923328206284622,-0.01017436077568501,0.00872086469440081,-0.01827810694962151,-0.008782106169923032,0.03936513264973951,-0.01825400705930902,-0.026460073620499402,-0.009231845955795737,-0.022727390539490466,-0.019762833977707284,-0.01665127627170071,-0.019858285642632922,-0.030588262221392437,-0.02841034399167408,-0.010567273659019771,-0.009090885971531737,-0.017381045540011963,-0.010831865997698031,-0.006046408089713462,0.0025175911432935294,-0.020357519068656127,-0.02941168003910144,0.12244904753819141,-0.0370370879656049,-0.0278164512532163,-0.01825668195281993,-0.013888811108841326,0.022306951767218752,-0.024918808844324403,-0.021570888474417127,-0.04051864672478711,0.0005122155332515366,0.004170371313027221,-0.003810555113111458,-0.01197602786293539,-0.006463921588796939,-0.006369603231939469,0.0007447910766120724,-0.037458093907908,0.00274216088789192,0.010743518546828534,-0.0013392692031966025,0.011918801387511113,0.0035693312481528405,0.0002868927098804708,0.008598604799915588,-0.018465886767882744,-0.019062653148914088,-0.008962951038799738,-0.016734194123093515,-0.0396577541010219,0.0006770161907596606,-0.0023832088435270515,0.0007865587763835613,-0.032846017873064515,0.003239544260522864,-0.015353961556493156
