Date,AAPL,ABBV,ABT,ACN,ADBE,AIG,AMD,AMGN,AMT,AMZN,AVGO,AXP,BA,BAC,BK,BKNG,BLK,BMY,BRK-B,C,CAT,CHTR,CL,CMCSA,COF,COP,COST,CRM,CSCO,CVS,CVX,DE,DHR,DIS,DOW,DUK,EMR,F,FDX,GD,GE,GILD,GM,GOOG,GOOGL,GS,HD,HON,IBM,INTC,INTU,JNJ,JPM,KHC,KO,LIN,LLY,LMT,LOW,MA,MCD,MDLZ,MDT,MET,META,MMM,MO,MRK,MS,MSFT,NEE,NFLX,NKE,NVDA,ORCL,PEP,PFE,PG,PM,PYPL,QCOM,RTX,SBUX,SCHW,SO,SPG,T,TGT,TMO,TMUS,TSLA,TXN,UNP,UPS,USB,V,VZ,WFC,WMT,XOM,^OEX
2023-01-04,0.010314142386722791,0.008067447623863577,0.014874976359349201,-0.003404176159297667,0.01332657620630795,0.014778263264427771,0.009996986138740782,0.010471999927394782,0.020170424779948792,-0.007923564525679994,0.012213616342923173,0.023246307243045106,0.04222324594795546,0.01880017249237409,0.024622017179108058,0.03849505318048019,0.013847628589766403,0.004981876826289033,0.014972037288342177,0.025775497882837728,0.010381874093980281,0.036360483388879095,0.0064450616519540205,0.028675978592875406,0.0304401281102038,0.001944625893500307,0.007236155010898138,0.035687680430407376,-0.0002100934623757711,-0.010009650036698736,-0.010633001168905643,-0.0019091432111715267,0.015632875707147997,0.03383160987068945,0.025274287489212233,0.010704095316224738,-0.007179406738026528,0.028253459206320608,0.02357986219078878,-0.01359605071462866,0.058204196170685396,0.0012883219506019117,0.025724469702176345,-0.011036840969015582,-0.01166964347933852,0.0042747334241028945,0.012092129424866593,-0.019878679853660652,0.007418025199783518,0.035540569170359415,0.0009970159877505935,0.01088746527436446,0.009325157289693742,0.011280096587857669,-0.00047664264234859033,-0.004963118946243239,-0.0051783122458543,-0.002156747205705911,0.01180680481574714,0.02407724050775828,0.0002271019720505585,0.007245062766953803,0.034627993598116635,0.014414646664048014,0.021083881500347124,0.021882734987900276,-0.002416500309855185,0.008457979685918549,0.010849346276749383,-0.04374316196499872,0.007873034498107723,0.04902522751864935,0.02071571153997387,0.030317834881333994,0.009077916181894352,-0.0024523378369111226,-0.02204430555401915,0.0043542921310322225,-0.0006911068065595938,0.04170019487793275,0.04039164831918929,0.00029769513220356814,0.03600127717342616,0.017207606272580556,0.008484083353908822,0.03079813119491903,0.02134476334424007,0.006524894506829471,0.015799410416652337,0.006616988547666125,0.05124885285593783,0.036517390189732435,0.00799694811675944,0.010440378140636142,0.031137937809516236,0.02516988685368915,0.025174527503357247,0.020579263137247006,0.0011141235192644316,0.0029104641965946865,0.0049002988120032676
2023-01-05,-0.010604639368801627,-0.0012219257408936368,-0.003686738760353636,-0.023613328068773587,-0.03798951724197108,-0.0054806991252384085,-0.03603466902399921,0.00934233962170361,-0.031369901710776804,-0.023725589118479662,-0.009317391887662785,-0.023930229822722415,0.006629375896493261,-0.0020503935531330786,-0.004848248650796028,0.016347275974437636,-0.02861890158152358,-0.0018043049790930077,-0.005245569736185729,-0.004471794112358096,-0.004474767700916149,0.020988679875088234,-0.01381219992284033,0.01065856716476854,-0.018997979479382532,0.030262922551538285,-0.013952228399133126,-0.02328240264293968,-0.014090484865645347,-0.0166341791042246,0.01800867012224905,-0.02066202647707105,-0.04182157725331459,-0.0006524181354852221,0.011083360261781916,-0.014788706268224705,-0.004296650844627603,0.019983277089575147,-0.000936986972166598,-0.0024467684105595744,0.015527071725526032,0.004093505769948047,0.008936250600007689,-0.021869033923181735,-0.02134434427150511,-0.011331600297786126,-0.013323696732098655,-0.026518746579288544,-0.010448954511017017,-0.004335252267419709,-0.04073348417936973,-0.007383755288148053,-0.00022154918562977688,0.0021824309142646214,-0.011442945015716632,-0.035609539561816006,-0.011511900608366044,0.0011962374111049723,-0.0030786882382412006,-0.009517188667752752,-0.008434535793747311,-0.008092164912156474,-0.01160912538916048,-0.008061134419683258,-0.003376004819842904,-0.017498772824347197,-0.0008807494533397131,0.013918641996042647,-0.008424835092085692,-0.029637738632520283,-0.022014592435928515,0.0009372953087791736,-0.004867513199912188,-0.032815726670137546,-0.002012344495485152,-0.010448618917817898,-0.009375654715649384,-0.012415294721174419,-0.004050167664676585,-0.018277844686783395,-0.019097974876525203,0.0003964643548823865,-0.00028708001444888165,-0.002879386466430156,-0.02937532647452934,-0.030868316559315545,0.00365731237174427,0.010083613787736034,-0.008862355064488958,0.03229488977678674,-0.029039097760312105,-0.013241277560879228,-0.02943993782971266,-0.018463024699467145,-0.007820955311040101,-0.007055121999328118,0.013858487997352897,-0.005392736308563184,-0.0034085070433936826,0.02237412017733509,-0.011471869876175989
2023-01-06,0.036794251241652365,0.01871677615216427,0.01380878639749783,0.023689933682751407,0.013122632829606795,0.016375393154683282,0.02615108624312379,0.031252329371748155,0.030028809283609625,0.035611152390083056,0.06019607811094407,0.02554133896579458,0.03907504898868375,0.009979516336892758,0.01567464797715057,0.01599583807850924,0.05242126399369185,0.01501682863194298,0.018504342147214414,0.01197861464478911,0.03570844914679161,0.017430812157856135,0.01833473596234514,0.024608032750944808,0.032879336217608524,0.01250332346287486,0.07259158008074307,0.030585271266851066,0.030716683380312748,0.012714244153584131,0.007532317262936239,0.02830756895811004,-0.01073536492011451,0.02175809467242762,0.03987917452334555,0.018593796329832157,0.030944181407117632,0.02693890144450961,0.024768435485292617,0.014839208255949421,0.00911781466571071,0.025975550338418474,0.02600015392066246,0.016019472457869055,0.013225058910440346,0.012566818357537812,0.0065296927238776,0.028365905851398976,0.01835467795135881,0.0424528786002194,0.029018545718682676,0.008109778460627881,0.019135448114084186,0.030486282416779975,0.01929266215136516,0.03492762801927518,0.011200273103615155,-0.008028226086475798,0.0009963222812008343,0.04689639709514615,0.027883650683808714,0.02764750702248464,0.010370975737466148,0.013498532066578584,0.024263437184228298,0.030578978527801448,0.023804130036596094,0.010559509090089403,0.019087444503905315,0.011785277190269339,0.012344370265646498,0.018889168083167096,0.03241584908945838,0.041640415693649624,0.016012375896275577,0.022586118965858715,0.02537237951800808,0.02381266020070294,0.026482689029885265,0.0027534643124476066,0.05429610809730945,0.015662357358390278,0.021641196178565858,0.01720589465451261,0.01776083458174682,0.012348877219603205,0.016658025071428106,0.03818227967568033,-0.03939398877238287,0.02830848518314011,0.024651090365942707,0.04930224656805304,0.04397288388016607,0.029394772483255505,0.014013610983466762,0.031452748385353946,0.01175049422567187,0.008957996966595161,0.024499293112462794,0.012086785125388966,0.021885073472153627
2023-01-09,0.004088920124438955,-0.029360410717528596,-0.00160251439093817,0.016864245422020252,0.027738575466049964,-0.010534481554768216,0.05128203293069067,-0.018459419359993845,0.0036613674670227248,0.01486987397850048,-0.01961149229843151,0.001531522238268579,-0.02079808767972413,-0.015111862873556259,0.003962557909281905,0.013380650711362962,0.020311639827805816,-0.02726020248031502,-0.009915603369736625,0.004861583168350947,-0.009001056591874557,-0.0014957123272903994,-0.015628966225486485,-0.008973347105183826,0.003914682499458921,-0.00735847071130713,-0.0085323432801786,0.04690074919031506,0.005380848071598887,-0.0012009547442415336,-0.007815811278287677,0.00405654180526116,0.010138911328213762,0.009050230543895532,0.0047254114562294,9.521980799021001e-05,-0.007044459097263256,0.008743838942633086,0.021370624844305297,-0.012245501302837192,0.010147380292858665,-0.033832855627105696,0.00027850054785494294,0.007259564500737392,0.007785682641988201,0.014134585631673913,0.0008818853522729597,0.001902329558294058,-0.0010441264394271954,0.02018793067101199,0.024887325463777143,-0.025908454765530053,-0.004132239059928877,-0.009157135487155688,-0.012460559046138187,0.018218599820988723,-0.036121738810859005,-0.03011154114317538,-0.00761320098593099,0.008975446952671717,-0.00823840198618897,-0.011466993908645473,-0.04105829050365151,-0.030443232876179116,-0.004230047936462644,0.0005523397406903552,-0.01011834100368969,-0.03883670026135799,0.000913763038665083,0.009736329071732941,0.0050209552303628335,-0.001204165361855969,0.0025695681152373417,0.05175315250033918,0.01265531643279183,-0.00977359908686437,-0.04968572154406092,-0.012214279976842435,-0.011498498448973993,0.007845167988825619,-0.006329053872724311,-0.027913354779375066,-0.018277287977840895,0.010527758848654756,-0.0018148532426535136,-0.004626838817675227,-0.011011818987145094,-0.023727755798630956,0.020729176265736227,0.0013462183417303208,0.059349011404278285,0.008677650515057422,-0.002594277457059202,0.015311605175360565,0.006478101409173709,0.0039035958161321993,-0.004020521680183853,-0.009579464580633967,-0.012467578971431137,-0.01863751045343609,-0.0008508498146918564
2023-01-10,0.0044562396062244325,-0.012495354513122892,0.01515826228554018,0.004310346811576826,-0.009591200286346524,-0.0065758959624830915,0.012046478490814083,0.013919824072528009,0.012083869740445286,0.028731709234134817,-0.003397459257456159,0.01063833100896816,-0.009013783462595626,0.006786822863804831,-0.0027005851324133356,0.005678426555412619,0.005697518927619383,0.009012620034021257,0.002598825238142588,0.013672535533807206,0.015773305957986983,0.020317070977348806,-0.005334467223857997,0.008788238312063212,0.010774717013548818,0.0061348694318776875,0.005535310980177233,0.002311273519732149,0.00473450533252584,-0.00918117154913034,0.004909103819675353,0.02155527219666431,0.04642234241409393,0.00833600957833358,0.021526913034823014,0.0022813534175454286,0.005757569111125793,0.011820435578399513,-0.005270393465065637,0.009501944270673857,0.035778134987474175,0.023971688355076237,0.03312909153591903,0.004954834259937035,0.00454448292821108,0.012351336110271394,0.008873167218362177,0.003180306566672897,0.008707874521149073,0.004435433746467599,-0.016846288961673395,-0.0023921948822216432,0.008953906130650058,0.0030804227851055632,-0.007666594124611681,0.0003417522287585406,0.008346855642039186,0.00718963047192922,0.009827574308937326,0.00010787689135693945,0.006211573859253416,0.00104078249242745,0.017410208763568802,0.003224265638429591,0.027187617767341576,0.010568651938999585,0.00021745775967407788,0.0038958250586274,0.014605080724052533,0.007617141193296373,0.0055904897142613486,0.03924864228881919,0.007929454899084698,0.0179805042199086,0.0009255917673036684,-0.008253134706106002,-0.015912312721026778,-0.0009866726939307124,-0.0010753505111902317,0.010897720782775178,0.020068039988739628,0.003212811338652699,0.01202978291753265,0.002224052353890116,-0.005454573930579909,-0.012424003566651853,0.022583995585396588,-0.002430527567332308,0.04017668759492565,0.00531010509927099,-0.007681374256751861,0.009735044704306528,0.0038777800825493536,-0.016071368747376358,0.0010728386774538912,0.011390606050143859,0.014019801453276193,-0.0007076857684668036,-0.000620953824572168,0.01493504945165669,0.006731624022770388
2023-01-11,0.021112330293005854,-0.01547236575401889,-0.006148441880209687,0.026551523824691614,0.012488870139645725,0.00015758895655637595,0.014841946532577754,-0.0035416739662199603,0.027798947527699847,0.058083825879343465,0.005583170292524198,0.012631494596387016,0.006483121205973719,0.007619974688648723,0.0035410648432763203,0.0017380411684799757,-0.0017960122652508348,0.004047608538529923,0.012707409312824325,0.010790718338122396,0.0008781672835098675,0.010116319344318558,-0.015068566333429234,0.0018479509634488078,0.03340102905008213,0.0013550604867129667,0.006044889631499961,-0.017227478559597498,0.008194957441801654,-0.009928366986521109,-0.00477161308824503,-0.009029892823288588,0.02592839345169118,0.008057796358139413,0.019656400821784548,0.002181795762999039,0.00388470450898315,0.029594934872491097,0.018331947826248696,0.0046457461648439224,0.03215080465185194,0.0005738746251957583,0.019132146864553112,0.03384135184402748,0.03505989225621842,0.019923940112945626,0.02610505101893046,0.004542415410627498,0.003176777502024608,0.013926542022644206,0.017057851008684954,-0.0015985282021284686,0.007431649257128914,0.005433576282553032,-0.0019315378096911306,0.023569055003019646,0.02171504528793311,0.0015358847639730389,0.03570007003908349,0.018462991580526777,-0.0003718189303620889,0.0038629259194271626,0.018126458380570698,0.0,-0.0007518295997143154,0.00772650321169932,-0.003696460258472589,0.0023463847936895377,0.005735601808664059,0.03023810032085783,0.005441281024942235,-0.0008548536728101297,0.016687984879508067,0.005782777596510469,0.02427745362008671,0.001124706393648367,-0.0035699747484823074,-0.008097862269090594,-0.0012721773447474938,0.007956914285826233,0.01265941361071965,-0.0033026110837809375,0.002830298794981534,-0.025695023520873828,0.006327918627845985,0.038596473233823314,-0.0030816615692320637,0.019234732959777068,0.025579529553853675,-0.005081580316368184,0.036769060182475055,0.0026345780061638457,0.009327400955342569,0.019354440784883353,0.009644127770347177,0.004568365417082054,-0.018355108089950667,0.0089707810208568,0.008767027921571913,0.011627094327725462,0.013580374567172981
2023-01-12,-0.0005994898445380592,-0.022287789359110466,-0.011363519183514637,0.00981902448410854,0.004694882056183403,0.0034669113770622317,0.025195562622019496,-0.007291845210155468,0.017929284427015357,0.0018929468094222024,0.006572936795772533,0.006496889380104953,0.030236064903288673,0.0026177005607708193,-0.0004151556821140323,0.014365189846485826,-0.0025928025828001466,-0.00472629827527038,-0.004494810573254626,0.007801346114623797,0.017309483116437763,0.018603199220927902,-0.0037598265955902654,0.019499311614810555,-0.007564696316887831,0.016238102442781788,-0.003881792451006394,0.03243628886436123,-0.0042674675796700035,-0.0063510728320469445,0.010730836672164124,0.006020863572931301,-0.00547842433350787,0.03612574242527655,0.01632514728115586,-0.005489498313525076,-0.0015271991980522204,0.015885043467610327,-0.0016129222118584918,-0.003980916817983182,0.01505983860711102,-0.016859741863257338,0.013485191140326203,-0.003793559156294979,-0.004261379186950021,0.014980110305720329,0.002644354835243723,0.017334129946063648,0.0019963641814289,0.014740429757078122,0.0035162364403571456,-0.005032069052571253,-0.0010028843218458094,-0.0030544649908600396,-0.012901141559678142,-0.0021538684884194748,-0.0035791341086101047,-0.0027214346621560193,0.008006157622721721,0.0051607793822094905,-0.007886729985805419,-0.011987466140251812,-0.005851485826356306,-0.0025151890177507186,0.028745576381076665,0.001781297208970134,-0.00916627998852304,0.00630225250691141,0.012300256870326098,0.011621476494350302,0.0008234717760036148,0.008769770309678071,-0.0003908784141419819,0.031873066481658,0.0020316704684453235,-0.012749312654695588,0.005479512647629026,-0.005641861683439053,-0.00607478363102143,0.01578810605188541,0.027029240840110935,0.010944948808882637,-0.004233391028696798,0.0007193841950481339,-0.017048444899688375,0.03815095320355133,0.0,0.004906538146500106,-0.0017510810314957936,0.007459592523873626,0.0027592625752506095,-0.004137032248093031,0.002006896029251637,0.003951133133035745,0.010189055339458353,0.006843818918081945,0.015298509683626227,0.0021057657904326454,-0.009033006001638588,0.016611064460512637,0.0035596794846961544
2023-01-13,0.010119194361738915,0.009065871491432231,0.019306768796372165,-0.005989112693711385,-0.0004643979164715706,0.01146343968417951,0.0028248155313777,0.002989804850110467,0.0025838267458726527,0.029915043601747016,-0.0050521338004313465,0.005422167970078995,-0.0008865361838048536,0.022048296367980003,0.018064829541014182,0.01974955100293907,3.9738449371551354e-05,0.012709513737305667,-0.004044705913423208,0.01690749641622391,0.013290317242429905,0.007782706800787631,0.013144253242288295,0.006203113185420106,0.01811519467880296,0.010902207937177666,0.0058453792254602455,-0.0006017916055296446,-0.0024490039476174896,0.008297969496396274,0.0027105549197268264,0.008117638013974693,0.004810792092217575,-0.004107731059872166,0.002734181531791169,-0.0009515262844539407,-0.0013260950005203886,-0.052866588461844555,-0.0169888501858797,-0.029915290304585396,0.016992173371574548,0.006416142921317869,-0.04748256022896624,0.009683277031243831,0.010863705821031688,0.01097499010843972,0.004062012395581904,0.0029168538099419994,0.0023359291141804572,-0.0059425766637839494,-0.008797676088497242,-0.00327597762446874,0.025234786063454306,-0.0002358226877383629,0.003594322119845117,0.01580964216595193,0.006961473323263467,-0.025793738561970425,0.009036462489669939,-0.011295275346384859,0.008249308272740397,0.004493519969644533,0.009267297253503948,0.0074239511722886675,0.001974915958879331,0.0012370204572007548,0.004845774836134353,0.0042944715079706874,0.012482048254980116,0.003018738364520601,-0.004584586663103463,0.008148312487867182,0.007506546331641939,0.02349949891488401,0.004730688754182255,-0.003071910129198052,0.0029344071096288893,0.0071424626237490685,0.002563083888811102,-0.003760283616864757,-0.011103010022370907,-0.019864987902111775,0.013037401091574585,-0.005989647069475579,-0.0002845718843680345,-0.003333578295043771,0.0072126246124351034,0.030359851409667904,0.003955173574758941,-0.0015340898245486123,-0.009388119582672827,0.004940301397548641,-0.0068005383262744745,-0.004372829731896899,-0.005463441223948262,-0.0025043302195301154,0.0011960388886969042,0.032453874540484984,0.0033146856274182124,-0.0006180874125637503,0.005034821048325311
2023-01-17,0.0087565694294236,-0.0050131704633958885,-0.0010572515497143664,0.009711415174368465,0.0,-0.009781055261985028,0.008309807575924255,-0.008500999686294253,-0.007559812573656233,-0.02109661268732821,0.0004145104822590451,-0.012904345430424069,-0.012702569274173903,-0.020153288507005485,0.013257154541549632,0.014200338243722577,-0.00564996899500847,-0.002758287469776355,-0.008752138171105206,0.007812757836017425,-0.008511863844457346,-0.00030889159217040163,0.004881008527354069,0.00025691691047313725,0.007583866613936507,-0.010125976568775896,0.003132259087518019,-0.006955934302274369,-0.016366528098920474,-0.006116597229769427,0.016501548088563522,-0.003252737096135161,0.004750994623817784,0.005130739358548908,-0.021813303265796113,-0.007239356092417215,-0.06821895062888017,-0.003930881236663852,-0.0026506201345641855,0.0035374663012004426,0.0036160997630938496,-0.009968687446829994,0.0027390245525318324,-0.006896422133329194,-0.009010065897969155,-0.06438520047543483,-0.011110716549821542,-0.020174531645718585,-0.004798158271652864,-0.016937944698565688,-0.007654831767704873,-0.006169567383040642,-0.01545338076765701,-0.002121623942377915,0.00406962163569502,-0.012301028624133181,-0.01072952298391261,-0.0059355148539107505,-0.012443669220620457,-0.0013845864590662504,0.019413174234977237,-0.0005964479030805547,-0.0029780524787051954,-0.004866292906168135,-0.011826475309471673,-0.02246922788158323,-0.010083257853638394,-0.016035618187115963,0.05913149217907465,0.004681869744987299,0.012517834236108305,-0.019830556932492915,-0.005510333774627729,0.04751768876116036,-0.006726419310638554,0.0046792145401854945,-0.036990661867087105,-0.0029163495508512938,-0.0046214504138064605,0.008807208337656913,0.0003328341264330348,-0.002533419997622244,-0.004476339132014284,0.006146240618910781,-0.0038392426617281927,-0.0043800332321957125,-0.011253007717478503,-0.015188246875526557,0.0068854108124623,-0.01803860109774702,0.07426473736900463,-0.020166610486051506,0.005064850077649119,-0.017293319648852612,0.0023240758306952713,-0.00026901459716832665,-0.024128165257032208,-0.002261573028782826,-0.006056847106216123,-0.0019445344391419983,-0.001880008061201921
2023-01-18,-0.005370194642758674,-0.023751938513653315,-0.01657999986341807,-0.024501661129568086,-0.008914592254748999,-0.024615942092149012,-0.014806503880664734,-0.018669802810395097,-0.02536242584398074,-0.006142675153973931,-0.00854561725816827,-0.021658606403196834,-0.009460290267042204,-0.023174881355944033,-0.009058067158067118,-0.01609668186289015,-0.0031609947991945164,-0.002351114584119962,-0.020834649888168744,-0.01749167580241251,-0.013423692649909169,-0.0167117822838998,-0.02441513365474013,-0.016949274829042627,-0.016693934628714047,-0.01405528218025398,-0.014996683288348023,-0.020340916422571187,-0.02454250433861338,-0.013091727384904717,-0.018062224460872578,-0.027863999382202076,-0.015640762987005785,-0.008707819335453504,-0.009756138300760275,-0.018902527451450934,-0.022249107791863842,-0.020520910842411477,-0.002445064882017678,-0.017168318693643325,-0.015157223488431848,-0.019552626977254794,-0.00464355904057534,-0.004123401120862735,-0.0018620967631804985,-0.002372022392613915,-0.011724058087044242,-0.03769314381440336,-0.03292228907792283,-0.026689201696221576,-0.010584271596665862,-0.01508467792895185,-0.030042513418723105,-0.0630757932053736,-0.03031784712476704,-0.01715169370768932,-0.016017208173761177,-0.013171968080381014,-0.004868123944452463,-0.016213423951730088,-0.02944080819313344,-0.03655628386170673,-0.020161670975812784,-0.019700987635738243,-0.017287358536390074,-0.030410879171978378,-0.025465159388961878,-0.01502943825535985,-0.005150531813815307,-0.018889155316052175,-0.02262648332139705,0.0003371508526484046,-0.01334476042970989,-0.018359533074601253,-0.02133165834683237,-0.025218720628246927,-0.02343739884313978,-0.026787909886849537,-0.019460739093200785,-0.0357944965784287,0.014632457212669259,-0.027329101626501817,-0.016393479445482417,-0.025272666661322774,-0.033261893886267546,-0.022156510791910833,-0.016037436042883657,-0.007834718067220026,-0.013285595715547438,-0.00734786089280226,-0.020609982513142944,-0.009350037567362413,-0.022537394546984335,-0.012737445655996327,-0.03435920545562665,-0.015874255762870937,-0.02154198878278002,-0.01677216559846728,-0.02472127051430084,-0.020543692446009065,-0.016049785561361163
