Error,Portfolio Weights,Train Tracking Error,Train RMSE,Train Correlation,Test Tracking Error,Test RMSE,Test Correlation,Optimization Time,Start train,End train,Start test,End test
1.977270445672894e-06,"{""AZUL4.SA"": 0.029518950898490267, ""CPFE3.SA"": 0.06819086239106668, ""CSAN3.SA"": 0.08676124389658309, ""HAPV3.SA"": 0.017796364250411405, ""ITUB4.SA"": 0.15450496347099807, ""PETR4.SA"": 0.14654042939022122, ""RECV3.SA"": 0.04786342441657531, ""VALE3.SA"": 0.23330716243891644, ""VIVA3.SA"": 0.10463096387001287, ""WEGE3.SA"": 0.11088563497672475}",0.001395067454764587,0.0014061544885512669,0.9932384771197212,0.0036687535557906837,0.0036718921318286634,0.9473574923734814,7.538769960403442,2023-01-01,2023-03-01,2023-03-02,2024-01-01
