Error,Portfolio Weights,Train Tracking Error,Train RMSE,Train Correlation,Test Tracking Error,Test RMSE,Test Correlation,Optimization Time,Start train,End train,Start test,End test
2.2503839460306224e-06,"{""BEEF3.SA"": 0.05936616193973271, ""COGN3.SA"": 0.08945089506683182, ""CVCB3.SA"": 0.03842949109699048, ""ENGI11.SA"": 0.06303627950519575, ""HAPV3.SA"": 0.01926779430084812, ""IGTI11.SA"": 0.08923821947612012, ""ITUB4.SA"": 0.15428285889000645, ""KLBN11.SA"": 0.1087844095486003, ""PETR3.SA"": 0.1430630259145982, ""VALE3.SA"": 0.23508086426107594}",0.0014825827563059526,0.001500127976550889,0.9924250238561104,0.003596343654183576,0.0035970560278399087,0.9470230751928363,8.11488652229309,2023-01-01,2023-03-01,2023-03-02,2024-01-01
