Error,Portfolio Weights,Train Tracking Error,Train RMSE,Train Correlation,Test Tracking Error,Test RMSE,Test Correlation,Optimization Time,Start train,End train,Start test,End test
1.122101916777176e-07,"{""AAPL"": 0.0385011774295429, ""AIG"": 0.08279240013094627, ""AMT"": 0.03289132063188436, ""CAT"": 0.03187281536165834, ""FDX"": 0.05492960394874946, ""GILD"": 0.05026269918036222, ""GOOG"": 0.10706495436292839, ""INTU"": 0.025941776354710715, ""LLY"": 0.09087099105551809, ""META"": 0.020878583020998067, ""MSFT"": 0.09393141299421691, ""NEE"": 0.04517085954400476, ""NVDA"": 0.048958301078136784, ""PYPL"": 0.021319187366566846, ""T"": 0.07332555312114557, ""TGT"": 0.04641816891535607, ""TMUS"": 0.049541787571469834, ""TSLA"": 0.018376243548109013, ""UNP"": 0.028655010352917634, ""WMT"": 0.03829715403077775}",0.00032137343226400737,0.0003349778972970283,0.9995471034579014,0.0030571822244651404,0.003066135549295768,0.9315221649940001,8.839075803756714,2023-01-01,2023-03-01,2023-03-02,2024-01-01
