Error,Portfolio Weights,Train Tracking Error,Train RMSE,Train Correlation,Test Tracking Error,Test RMSE,Test Correlation,Optimization Time,Start train,End train,Start test,End test
1.3885042050797137e-07,"{""CMIN3.SA"": 0.02352795947996817, ""COGN3.SA"": 0.04450293955935198, ""CPFE3.SA"": 0.030083178647930035, ""CSAN3.SA"": 0.038825663170415706, ""CVCB3.SA"": 0.021020055719192413, ""GGBR4.SA"": 0.03664192186508188, ""HAPV3.SA"": 0.014070044045431619, ""ITUB4.SA"": 0.12613431784791135, ""JBSS3.SA"": 0.011557925167513399, ""KLBN11.SA"": 0.08520477528065236, ""LREN3.SA"": 0.02758274026424512, ""LWSA3.SA"": 0.023129501073357147, ""PETR3.SA"": 0.06299631709553208, ""PETR4.SA"": 0.046487893844034296, ""RAIL3.SA"": 0.026948168805819146, ""RECV3.SA"": 0.057280213884069314, ""USIM5.SA"": 0.07230432018760026, ""VALE3.SA"": 0.112108614892911, ""VBBR3.SA"": 0.04508998462971627, ""WEGE3.SA"": 0.09450346453926635}",0.0003646205166344017,0.00037262638192692095,0.9995400519764545,0.0035329224368762756,0.0035339790173678494,0.9514635575225874,1.8774759769439697,2023-01-01,2023-03-01,2023-03-02,2024-01-01
