Error,Portfolio Weights,Train Tracking Error,Train RMSE,Train Correlation,Test Tracking Error,Test RMSE,Test Correlation,Optimization Time,Start train,End train,Start test,End test
4.05577823088383e-06,"{""AAPL"": 0.18702859059101654, ""COST"": 0.10781094429960683, ""GOOG"": 0.08426587972299586, ""JNJ"": 0.1015338814107569, ""MSFT"": 0.13788818453012242, ""NVDA"": 0.045222696408411284, ""PG"": 0.09074287697833076, ""T"": 0.07286125049674122, ""WFC"": 0.10003467565970889, ""XOM"": 0.07261101990230936}",0.001988773286559379,0.0020138962810641436,0.9793597890687032,0.00285033279162525,0.0028503482178298483,0.9284726976694981,0.26094865798950195,2023-01-01,2023-06-01,2023-06-02,2024-01-01
