Error,Portfolio Weights,Train Tracking Error,Train RMSE,Train Correlation,Test Tracking Error,Test RMSE,Test Correlation,Optimization Time,Start train,End train,Start test,End test
3.695026420855776e-06,"{""AAPL"": 0.22837268221435447, ""AMZN"": 0.08309674169264919, ""AVGO"": 0.0542035153176869, ""GD"": 0.1428440660337121, ""MSFT"": 0.0950191463789238, ""NVDA"": 0.027397465107521692, ""PG"": 0.10183112421245934, ""SBUX"": 0.08517116702845691, ""TMO"": 0.09995216819041625, ""WFC"": 0.08211192382381928}",0.0019183961149197733,0.001922245151081383,0.9818002731182449,0.0026931331232583847,0.00269559803870384,0.9369303190600068,2.1312549114227295,2023-01-01,2023-06-01,2023-06-02,2024-01-01
